ShareCode,MA_std,RSI,Price/BB_up,Price/BB_down,Price/KijunSen,Price/TenkanSen,Price/MA_20,Price/MA_50,Price/MA_100,San,Nganh,So_huu_nha_nuoc,So_huu_nuoc_ngoai,DTT_2018,TT_DTT,EPS_2018,LNST_2018,TT_LNST,TTS_2018,TT_TTS,VCSH_2018,EBITDA,EBITDA_per,ROE,ROA,EV,EV/EBITDA,P/E,P/B,Book_value,Market_size,TTS/VCSH
HTC,0.3 => 0.7,No info,0.9 => 1,1 => 1.1,<= 1,<= 1,>= 1,<= 1,<= 1,HNX,Nước & Khí đốt L3,0.2385727273,0.0144,> 1150 ty,<= 0,> 2500,13 ty => 65 ty,<= 0,450 ty => 1450 ty,<= 0,200 ty => 600 ty,36 ty => 140 ty,<= 0.05,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,> 9,8 => 18,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,2 => 3
PVR,<= 0.3,30 => 70,<= 0.9,> 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Bất động sản L3,0.0,0.0012569464,No info,No info,<= 250,<= 2 ty,<= 0,450 ty => 1450 ty,0 => 0.1,200 ty => 600 ty,<= 8 ty,No info,<= 0.05,<= 0.01,180 ty => 750 ty,<= 1,<= 5,<= 0.5,190 ty => 550 ty,50 ty => 150 ty,2 => 3
PVS,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,"Thiết bị, Dịch vụ và Phân phối Dầu khí L3",0.5137705423,0.2177,> 1150 ty,> 0.1,1000 => 2500,> 65 ty,0 => 0.2,> 1450 ty,0 => 0.1,> 600 ty,> 140 ty,0.1 => 0.2,<= 0.05,0.01 => 0.05,> 750 ty,4 => 9,8 => 18,0.5 => 0.8,> 550 ty,> 600 ty,1.5 => 2
HTG,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Hàng cá nhân L3,0.6495831556,0.0002044444,> 1150 ty,<= 0,> 2500,> 65 ty,<= 0,> 1450 ty,<= 0,200 ty => 600 ty,> 140 ty,0.05 => 0.1,> 0.2,0.05 => 0.1,> 750 ty,4 => 9,<= 5,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,> 3
FCS,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Sản xuất thực phẩm L3,0.6515144312,3.3956e-06,350 ty => 1150 ty,> 0.1,<= 250,<= 2 ty,<= 0,450 ty => 1450 ty,<= 0,70 ty => 200 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,> 750 ty,> 9,<= 5,<= 0.5,<= 70 ty,150 ty => 600 ty,> 3
HTE,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,>= 1,<= 1,<= 1,UPCOM,Sản xuất & Phân phối Điện L3,0.382282994,0.0008810511,115 ty => 350 ty,<= 0,1000 => 2500,13 ty => 65 ty,<= 0,170 ty => 450 ty,<= 0,200 ty => 600 ty,8 ty => 36 ty,0.1 => 0.2,0.1 => 0.2,0.05 => 0.1,40 ty => 180 ty,4 => 9,<= 5,<= 0.5,190 ty => 550 ty,50 ty => 150 ty,<= 1.5
VCX,0.3 => 0.7,No info,<= 0.9,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,UPCOM,Xây dựng và Vật liệu L3,0.0,0.0007689408,350 ty => 1150 ty,> 0.1,<= 250,2 ty => 13 ty,> 0.2,450 ty => 1450 ty,<= 0,70 ty => 200 ty,36 ty => 140 ty,0.1 => 0.2,<= 0.05,<= 0.01,180 ty => 750 ty,4 => 9,8 => 18,<= 0.5,70 ty => 190 ty,50 ty => 150 ty,> 3
HTK,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Tư vấn & Hỗ trợ Kinh doanh L3,0.490636751,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,50 ty => 150 ty,No info
XLV,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.0,0.0,115 ty => 350 ty,0 => 0.1,1000 => 2500,2 ty => 13 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,8 ty => 36 ty,<= 0.05,0.1 => 0.2,0.01 => 0.05,40 ty => 180 ty,4 => 9,5 => 8,0.5 => 0.8,<= 70 ty,<= 50 ty,> 3
MTV,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,>= 1,>= 1,UPCOM,Tư vấn & Hỗ trợ Kinh doanh L3,0.65,0.0009240741,115 ty => 350 ty,0 => 0.1,> 2500,13 ty => 65 ty,<= 0,<= 170 ty,0 => 0.1,70 ty => 200 ty,8 ty => 36 ty,> 0.2,> 0.2,> 0.1,40 ty => 180 ty,1 => 4,<= 5,0.8 => 1.5,70 ty => 190 ty,50 ty => 150 ty,<= 1.5
VET,> 0.7,30 => 70,0.9 => 1,> 1.1,<= 1,> 1,>= 1,>= 1,<= 1,UPCOM,Hóa chất L3,0.65,0.00053125,350 ty => 1150 ty,0 => 0.1,> 2500,> 65 ty,> 0.2,450 ty => 1450 ty,<= 0,200 ty => 600 ty,> 140 ty,> 0.2,> 0.2,> 0.1,> 750 ty,4 => 9,8 => 18,> 1.5,190 ty => 550 ty,> 600 ty,> 3
SIC,0.3 => 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Xây dựng và Vật liệu L3,0.2448031323,0.0031,350 ty => 1150 ty,> 0.1,1000 => 2500,13 ty => 65 ty,> 0.2,450 ty => 1450 ty,<= 0,200 ty => 600 ty,36 ty => 140 ty,0.1 => 0.2,0.1 => 0.2,0.05 => 0.1,> 750 ty,> 9,<= 5,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,> 3
MTS,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Tư vấn & Hỗ trợ Kinh doanh L3,0.51,0.0,> 1150 ty,0 => 0.1,250 => 1000,2 ty => 13 ty,> 0.2,450 ty => 1450 ty,<= 0,70 ty => 200 ty,36 ty => 140 ty,<= 0.05,0.05 => 0.1,0.01 => 0.05,> 750 ty,> 9,> 18,0.8 => 1.5,70 ty => 190 ty,150 ty => 600 ty,> 3
SID,> 0.7,30 => 70,<= 0.9,> 1.1,<= 1,> 1,<= 1,<= 1,<= 1,UPCOM,Bất động sản L3,0.94035778,0.001492,115 ty => 350 ty,<= 0,250 => 1000,> 65 ty,<= 0,> 1450 ty,<= 0,> 600 ty,36 ty => 140 ty,> 0.2,<= 0.05,0.01 => 0.05,> 750 ty,> 9,8 => 18,0.5 => 0.8,> 550 ty,> 600 ty,<= 1.5
MTP,<= 0.3,No info,> 1,1 => 1.1,> 1,> 1,>= 1,>= 1,>= 1,UPCOM,Dược phẩm L3,0.0682509779,0.0,350 ty => 1150 ty,<= 0,1000 => 2500,2 ty => 13 ty,0 => 0.2,450 ty => 1450 ty,<= 0,<= 70 ty,8 ty => 36 ty,<= 0.05,0.1 => 0.2,0.01 => 0.05,180 ty => 750 ty,> 9,5 => 8,0.8 => 1.5,<= 70 ty,50 ty => 150 ty,> 3
MRF,> 0.7,<= 30,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Thiết bị và Dịch vụ Y tế L3,0.1616148864,0.0061721106,<= 115 ty,> 0.1,250 => 1000,2 ty => 13 ty,<= 0,<= 170 ty,0 => 0.1,<= 70 ty,<= 8 ty,0.05 => 0.1,<= 0.05,0.01 => 0.05,40 ty => 180 ty,> 9,> 18,0.8 => 1.5,<= 70 ty,50 ty => 150 ty,<= 1.5
VES,<= 0.3,No info,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Công nghiệp nặng L3,0.0,0.000555093,<= 115 ty,> 0.1,<= 250,<= 2 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,> 0.2,<= 0.05,<= 0.01,<= 40 ty,> 9,<= 5,0.5 => 0.8,<= 70 ty,<= 50 ty,1.5 => 2
L35,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Công nghiệp nặng L3,0.5099999847,0.0026,115 ty => 350 ty,<= 0,250 => 1000,<= 2 ty,<= 0,170 ty => 450 ty,<= 0,<= 70 ty,8 ty => 36 ty,0.05 => 0.1,<= 0.05,<= 0.01,180 ty => 750 ty,> 9,> 18,0.5 => 0.8,<= 70 ty,<= 50 ty,> 3
VGC,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,> 1,<= 1,<= 1,>= 1,<= 1,HOSE,Xây dựng và Vật liệu L3,0.5397240147,0.134,> 1150 ty,> 0.1,1000 => 2500,> 65 ty,0 => 0.2,> 1450 ty,> 0.1,> 600 ty,> 140 ty,0.1 => 0.2,0.05 => 0.1,0.01 => 0.05,> 750 ty,> 9,8 => 18,0.8 => 1.5,> 550 ty,> 600 ty,2 => 3
CX8,<= 0.3,No info,0.9 => 1,1 => 1.1,> 1,<= 1,<= 1,>= 1,>= 1,HNX,Xây dựng và Vật liệu L3,0.0,0.003,<= 115 ty,> 0.1,250 => 1000,<= 2 ty,> 0.2,<= 170 ty,> 0.1,<= 70 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,40 ty => 180 ty,> 9,> 18,0.5 => 0.8,<= 70 ty,<= 50 ty,> 3
MTG,<= 0.3,<= 30,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Nước & Khí đốt L3,0.0,0.0173388889,115 ty => 350 ty,> 0.1,<= 250,<= 2 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,40 ty => 180 ty,> 9,<= 5,<= 0.5,<= 70 ty,<= 50 ty,2 => 3
CAT,0.3 => 0.7,<= 30,<= 0.9,1 => 1.1,<= 1,> 1,<= 1,<= 1,>= 1,UPCOM,Sản xuất thực phẩm L3,0.0,0.0025002618,350 ty => 1150 ty,<= 0,> 2500,13 ty => 65 ty,> 0.2,170 ty => 450 ty,> 0.1,70 ty => 200 ty,36 ty => 140 ty,0.05 => 0.1,> 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,<= 5,0.5 => 0.8,70 ty => 190 ty,50 ty => 150 ty,2 => 3
MTC,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Du lịch & Giải trí L3,0.8256153846,0.0,<= 115 ty,<= 0,<= 250,<= 2 ty,<= 0,<= 170 ty,0 => 0.1,<= 70 ty,<= 8 ty,0.05 => 0.1,<= 0.05,0.01 => 0.05,40 ty => 180 ty,> 9,> 18,> 1.5,<= 70 ty,<= 50 ty,<= 1.5
VGT,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,> 1,> 1,>= 1,<= 1,<= 1,UPCOM,Hàng cá nhân L3,0.5348762,0.13047954,> 1150 ty,<= 0,250 => 1000,> 65 ty,<= 0,> 1450 ty,<= 0,> 600 ty,> 140 ty,0.05 => 0.1,0.05 => 0.1,0.01 => 0.05,> 750 ty,> 9,8 => 18,0.5 => 0.8,> 550 ty,> 600 ty,2 => 3
MTA,<= 0.3,30 => 70,<= 0.9,> 1.1,> 1,> 1,>= 1,<= 1,<= 1,UPCOM,Khai khoáng L3,0.9736799066,0.0003877814,350 ty => 1150 ty,<= 0,<= 250,<= 2 ty,> 0.2,> 1450 ty,<= 0,> 600 ty,36 ty => 140 ty,0.1 => 0.2,<= 0.05,<= 0.01,> 750 ty,4 => 9,<= 5,<= 0.5,> 550 ty,150 ty => 600 ty,1.5 => 2
EPC,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Bia và đồ uống L3,0.6290909091,0.0,<= 115 ty,> 0.1,No info,<= 2 ty,<= 0,<= 170 ty,> 0.1,70 ty => 200 ty,<= 8 ty,0.05 => 0.1,<= 0.05,0.01 => 0.05,40 ty => 180 ty,> 9,No info,0.8 => 1.5,70 ty => 190 ty,50 ty => 150 ty,<= 1.5
VGP,> 0.7,> 70,<= 0.9,> 1.1,> 1,> 1,>= 1,>= 1,<= 1,HNX,Vận tải L3,0.3842627332,0.0203,> 1150 ty,> 0.1,250 => 1000,2 ty => 13 ty,> 0.2,> 1450 ty,> 0.1,70 ty => 200 ty,> 140 ty,<= 0.05,<= 0.05,<= 0.01,> 750 ty,> 9,> 18,0.8 => 1.5,70 ty => 190 ty,150 ty => 600 ty,> 3
MTM,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Khai khoáng L3,0.0,0.0,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info,No info
D11,> 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,>= 1,HNX,Bất động sản L3,0.6000030525,0.0006,115 ty => 350 ty,> 0.1,1000 => 2500,13 ty => 65 ty,> 0.2,450 ty => 1450 ty,0 => 0.1,70 ty => 200 ty,8 ty => 36 ty,0.05 => 0.1,0.1 => 0.2,0.01 => 0.05,180 ty => 750 ty,> 9,8 => 18,0.8 => 1.5,70 ty => 190 ty,50 ty => 150 ty,> 3
CCV,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.51,0.0,115 ty => 350 ty,0 => 0.1,> 2500,2 ty => 13 ty,> 0.2,170 ty => 450 ty,> 0.1,<= 70 ty,8 ty => 36 ty,0.05 => 0.1,> 0.2,0.01 => 0.05,180 ty => 750 ty,> 9,8 => 18,> 1.5,<= 70 ty,50 ty => 150 ty,> 3
CAN,> 0.7,No info,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Sản xuất thực phẩm L3,0.277472,0.2439,350 ty => 1150 ty,> 0.1,<= 250,<= 2 ty,<= 0,170 ty => 450 ty,> 0.1,70 ty => 200 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,180 ty => 750 ty,> 9,<= 5,> 1.5,70 ty => 190 ty,50 ty => 150 ty,2 => 3
BXH,<= 0.3,<= 30,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Hàng công nghiệp L3,0.4898875845,0.0,115 ty => 350 ty,0 => 0.1,250 => 1000,2 ty => 13 ty,> 0.2,<= 170 ty,0 => 0.1,<= 70 ty,8 ty => 36 ty,<= 0.05,<= 0.05,0.01 => 0.05,40 ty => 180 ty,> 9,> 18,0.5 => 0.8,<= 70 ty,<= 50 ty,2 => 3
MTH,<= 0.3,<= 30,<= 0.9,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Tư vấn & Hỗ trợ Kinh doanh L3,0.255015654,0.1377644943,<= 115 ty,<= 0,250 => 1000,<= 2 ty,<= 0,<= 170 ty,<= 0,70 ty => 200 ty,8 ty => 36 ty,0.1 => 0.2,<= 0.05,0.01 => 0.05,40 ty => 180 ty,1 => 4,8 => 18,<= 0.5,70 ty => 190 ty,<= 50 ty,<= 1.5
BRR,<= 0.3,<= 30,0.9 => 1,1 => 1.1,> 1,<= 1,<= 1,>= 1,>= 1,UPCOM,Hóa chất L3,0.974688,0.0,350 ty => 1150 ty,> 0.1,250 => 1000,> 65 ty,<= 0,> 1450 ty,<= 0,> 600 ty,36 ty => 140 ty,> 0.2,0.05 => 0.1,0.05 => 0.1,> 750 ty,> 9,8 => 18,0.8 => 1.5,> 550 ty,> 600 ty,<= 1.5
BRS,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,>= 1,UPCOM,Tư vấn & Hỗ trợ Kinh doanh L3,0.7692180671,0.0,<= 115 ty,<= 0,> 2500,2 ty => 13 ty,0 => 0.2,<= 170 ty,0 => 0.1,<= 70 ty,8 ty => 36 ty,0.1 => 0.2,> 0.2,> 0.1,40 ty => 180 ty,1 => 4,<= 5,0.8 => 1.5,<= 70 ty,50 ty => 150 ty,1.5 => 2
CAD,<= 0.3,No info,<= 0.9,> 1.1,> 1,<= 1,>= 1,>= 1,>= 1,UPCOM,Sản xuất thực phẩm L3,0.0,0.0828956877,<= 115 ty,<= 0,<= 250,<= 2 ty,<= 0,450 ty => 1450 ty,0 => 0.1,<= 70 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,> 750 ty,<= 1,<= 5,<= 0.5,<= 70 ty,<= 50 ty,<= 1.5
CAG,> 0.7,<= 30,<= 0.9,> 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Vận tải L3,0.529826087,0.0,<= 115 ty,0 => 0.1,<= 250,2 ty => 13 ty,> 0.2,<= 170 ty,<= 0,70 ty => 200 ty,8 ty => 36 ty,0.1 => 0.2,<= 0.05,0.01 => 0.05,> 750 ty,> 9,> 18,> 1.5,70 ty => 190 ty,> 600 ty,<= 1.5
PIA,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,> 1,<= 1,>= 1,>= 1,HNX,Viễn thông cố định L3,0.3871607692,0.0812,115 ty => 350 ty,> 0.1,> 2500,13 ty => 65 ty,0 => 0.2,<= 170 ty,<= 0,<= 70 ty,8 ty => 36 ty,0.1 => 0.2,> 0.2,> 0.1,40 ty => 180 ty,4 => 9,5 => 8,> 1.5,<= 70 ty,50 ty => 150 ty,1.5 => 2
PID,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.499825,0.0,<= 115 ty,<= 0,<= 250,<= 2 ty,> 0.2,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,<= 0.05,> 0.2,<= 0.01,40 ty => 180 ty,<= 1,<= 5,<= 0.5,<= 70 ty,<= 50 ty,<= 1.5
BTR,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Vận tải L3,0.51,0.0,115 ty => 350 ty,0 => 0.1,250 => 1000,2 ty => 13 ty,0 => 0.2,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,<= 0.05,0.1 => 0.2,0.01 => 0.05,40 ty => 180 ty,4 => 9,<= 5,<= 0.5,<= 70 ty,<= 50 ty,2 => 3
BTS,<= 0.3,<= 30,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Xây dựng và Vật liệu L3,0.7951476608,0.0012,> 1150 ty,> 0.1,<= 250,13 ty => 65 ty,> 0.2,> 1450 ty,<= 0,> 600 ty,> 140 ty,0.1 => 0.2,<= 0.05,<= 0.01,> 750 ty,4 => 9,> 18,<= 0.5,> 550 ty,150 ty => 600 ty,2 => 3
HEP,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,>= 1,UPCOM,Tư vấn & Hỗ trợ Kinh doanh L3,0.51,0.0,115 ty => 350 ty,> 0.1,250 => 1000,2 ty => 13 ty,> 0.2,450 ty => 1450 ty,<= 0,200 ty => 600 ty,8 ty => 36 ty,<= 0.05,<= 0.05,<= 0.01,<= 40 ty,1 => 4,8 => 18,<= 0.5,> 550 ty,<= 50 ty,<= 1.5
BTU,> 0.7,> 70,<= 0.9,> 1.1,> 1,<= 1,>= 1,>= 1,>= 1,UPCOM,Xây dựng và Vật liệu L3,0.6,0.0016944444,<= 115 ty,> 0.1,1000 => 2500,2 ty => 13 ty,> 0.2,<= 170 ty,> 0.1,<= 70 ty,8 ty => 36 ty,0.1 => 0.2,0.1 => 0.2,> 0.1,40 ty => 180 ty,4 => 9,8 => 18,0.8 => 1.5,<= 70 ty,50 ty => 150 ty,1.5 => 2
BTV,> 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Du lịch & Giải trí L3,0.49,0.0,350 ty => 1150 ty,0 => 0.1,250 => 1000,2 ty => 13 ty,<= 0,170 ty => 450 ty,0 => 0.1,200 ty => 600 ty,8 ty => 36 ty,<= 0.05,<= 0.05,0.01 => 0.05,180 ty => 750 ty,> 9,> 18,> 1.5,190 ty => 550 ty,150 ty => 600 ty,<= 1.5
BTW,> 0.7,30 => 70,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,HNX,Nước & Khí đốt L3,0.5314850427,0.2064,350 ty => 1150 ty,0 => 0.1,1000 => 2500,13 ty => 65 ty,> 0.2,170 ty => 450 ty,> 0.1,70 ty => 200 ty,36 ty => 140 ty,0.1 => 0.2,0.1 => 0.2,0.05 => 0.1,180 ty => 750 ty,4 => 9,8 => 18,> 1.5,70 ty => 190 ty,150 ty => 600 ty,1.5 => 2
BTH,> 0.7,> 70,> 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,UPCOM,Điện tử & Thiết bị điện L3,0.0,4.824e-05,<= 115 ty,<= 0,<= 250,2 ty => 13 ty,<= 0,170 ty => 450 ty,> 0.1,200 ty => 600 ty,<= 8 ty,> 0.2,<= 0.05,<= 0.01,180 ty => 750 ty,> 9,> 18,0.8 => 1.5,190 ty => 550 ty,150 ty => 600 ty,<= 1.5
RLC,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.0,0.0,<= 115 ty,> 0.1,250 => 1000,<= 2 ty,0 => 0.2,<= 170 ty,0 => 0.1,<= 70 ty,<= 8 ty,0.05 => 0.1,0.1 => 0.2,0.01 => 0.05,40 ty => 180 ty,> 9,8 => 18,0.8 => 1.5,<= 70 ty,<= 50 ty,> 3
BTN,0.3 => 0.7,<= 30,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,>= 1,UPCOM,Xây dựng và Vật liệu L3,0.0,0.0030455239,<= 115 ty,<= 0,250 => 1000,2 ty => 13 ty,<= 0,<= 170 ty,0 => 0.1,<= 70 ty,<= 8 ty,> 0.2,0.05 => 0.1,0.01 => 0.05,40 ty => 180 ty,4 => 9,8 => 18,0.5 => 0.8,<= 70 ty,<= 50 ty,1.5 => 2
FIC,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,>= 1,>= 1,UPCOM,Xây dựng và Vật liệu L3,0.400788189,0.0,> 1150 ty,<= 0,250 => 1000,> 65 ty,<= 0,> 1450 ty,<= 0,> 600 ty,> 140 ty,0.05 => 0.1,0.1 => 0.2,0.01 => 0.05,> 750 ty,4 => 9,8 => 18,0.8 => 1.5,> 550 ty,> 600 ty,2 => 3
PHP,0.3 => 0.7,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,>= 1,>= 1,HNX,Vận tải L3,0.9256220241,0.0003,> 1150 ty,0 => 0.1,1000 => 2500,> 65 ty,<= 0,> 1450 ty,0 => 0.1,> 600 ty,> 140 ty,> 0.2,0.1 => 0.2,0.05 => 0.1,> 750 ty,4 => 9,8 => 18,0.8 => 1.5,> 550 ty,> 600 ty,<= 1.5
MPT,<= 0.3,30 => 70,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Hàng cá nhân L3,0.0,0.0242,115 ty => 350 ty,> 0.1,1000 => 2500,13 ty => 65 ty,<= 0,170 ty => 450 ty,0 => 0.1,70 ty => 200 ty,36 ty => 140 ty,> 0.2,0.1 => 0.2,> 0.1,40 ty => 180 ty,1 => 4,<= 5,<= 0.5,70 ty => 190 ty,<= 50 ty,<= 1.5
VAV,0.3 => 0.7,<= 30,0.9 => 1,1 => 1.1,<= 1,<= 1,<= 1,>= 1,>= 1,UPCOM,Nước & Khí đốt L3,0.11851375,0.01393125,350 ty => 1150 ty,0 => 0.1,> 2500,> 65 ty,0 => 0.2,450 ty => 1450 ty,0 => 0.1,200 ty => 600 ty,> 140 ty,> 0.2,> 0.2,> 0.1,> 750 ty,4 => 9,5 => 8,> 1.5,190 ty => 550 ty,> 600 ty,1.5 => 2
NMK,0.3 => 0.7,30 => 70,<= 0.9,> 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Xây dựng và Vật liệu L3,0.0,0.0020325926,115 ty => 350 ty,> 0.1,1000 => 2500,2 ty => 13 ty,> 0.2,170 ty => 450 ty,> 0.1,<= 70 ty,8 ty => 36 ty,0.05 => 0.1,0.05 => 0.1,0.01 => 0.05,180 ty => 750 ty,> 9,5 => 8,0.5 => 0.8,<= 70 ty,<= 50 ty,> 3
NGC,<= 0.3,No info,0.9 => 1,1 => 1.1,> 1,<= 1,>= 1,>= 1,>= 1,HNX,Sản xuất thực phẩm L3,0.0,0.1356,115 ty => 350 ty,<= 0,250 => 1000,<= 2 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,8 ty => 36 ty,<= 0.05,0.05 => 0.1,0.01 => 0.05,40 ty => 180 ty,> 9,8 => 18,0.8 => 1.5,<= 70 ty,<= 50 ty,> 3
VCR,> 0.7,30 => 70,<= 0.9,1 => 1.1,<= 1,<= 1,<= 1,<= 1,<= 1,HNX,Bất động sản L3,0.5355555556,0.0007,<= 115 ty,> 0.1,<= 250,<= 2 ty,<= 0,450 ty => 1450 ty,> 0.1,200 ty => 600 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,> 750 ty,<= 1,<= 5,> 1.5,190 ty => 550 ty,> 600 ty,> 3
VCS,> 0.7,> 70,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,HNX,Xây dựng và Vật liệu L3,0.0,0.0219,> 1150 ty,> 0.1,> 2500,> 65 ty,> 0.2,> 1450 ty,> 0.1,> 600 ty,> 140 ty,> 0.2,> 0.2,> 0.1,> 750 ty,> 9,8 => 18,> 1.5,> 550 ty,> 600 ty,1.5 => 2
FCC,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Bia và đồ uống L3,0.0,0.0,<= 115 ty,<= 0,<= 250,<= 2 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,<= 8 ty,<= 0.05,<= 0.05,<= 0.01,40 ty => 180 ty,<= 1,<= 5,> 1.5,<= 70 ty,50 ty => 150 ty,<= 1.5
CKV,> 0.7,30 => 70,0.9 => 1,> 1.1,> 1,> 1,>= 1,>= 1,>= 1,HNX,Thiết bị và Phần cứng L3,0.49,0.1293,115 ty => 350 ty,> 0.1,1000 => 2500,2 ty => 13 ty,> 0.2,170 ty => 450 ty,<= 0,70 ty => 200 ty,8 ty => 36 ty,0.05 => 0.1,0.05 => 0.1,0.01 => 0.05,40 ty => 180 ty,> 9,8 => 18,0.8 => 1.5,70 ty => 190 ty,50 ty => 150 ty,2 => 3
MPY,<= 0.3,No info,0.9 => 1,<= 1,<= 1,<= 1,<= 1,<= 1,<= 1,UPCOM,Tư vấn & Hỗ trợ Kinh doanh L3,0.9128927234,0.0,<= 115 ty,0 => 0.1,250 => 1000,2 ty => 13 ty,<= 0,<= 170 ty,<= 0,<= 70 ty,8 ty => 36 ty,0.1 => 0.2,0.05 => 0.1,0.05 => 0.1,40 ty => 180 ty,4 => 9,8 => 18,0.8 => 1.5,<= 70 ty,50 ty => 150 ty,<= 1.5
